application_id,customer_id,loan_amount,loan_intent,loan_grade,loan_interest_rate,loan_percent_income,loan_status,loan_amount_category,interest_rate_category,income_burden_category,loan_grade_score
A019050,C019050,2000,PERSONAL,B,10.36,0.03,0,small,medium,low,2
A019051,C019051,2000,PERSONAL,B,9.76,0.02,0,small,low,low,2
A019052,C019052,2000,DEBTCONSOLIDATION,C,14.22,0.02,0,small,medium,low,3
A019053,C019053,2000,PERSONAL,A,5.99,0.02,0,small,low,low,1
A019054,C019054,2000,HOMEIMPROVEMENT,B,8.88,0.02,0,small,low,low,2
A019055,C019055,2000,PERSONAL,D,16.89,0.02,1,small,high,low,4
A019056,C019056,6000,MEDICAL,A,7.29,0.2,0,medium,low,medium,1
A019057,C019057,2000,EDUCATION,B,11.36,0.02,0,small,medium,low,2
A019058,C019058,10000,HOMEIMPROVEMENT,C,13.43,0.33,1,medium,medium,medium,3
A019059,C019059,2050,HOMEIMPROVEMENT,B,8.88,0.07,1,small,low,low,2
A019060,C019060,2075,PERSONAL,C,15.23,0.03,0,small,high,low,3
A019061,C019061,5000,VENTURE,C,12.68,0.17,0,small,medium,low,3
A019062,C019062,2100,MEDICAL,A,6.76,0.19,1,small,low,low,1
A019063,C019063,2100,PERSONAL,D,12.49,0.17,1,small,medium,low,4
A019064,C019064,2100,VENTURE,D,15.21,0.15,1,small,high,low,4
A019065,C019065,2100,MEDICAL,A,7.88,0.1,0,small,low,low,1
A019066,C019066,2100,PERSONAL,B,,0.07,0,small,,low,2
A019067,C019067,2100,MEDICAL,B,12.21,0.06,0,small,medium,low,2
A019068,C019068,6000,VENTURE,A,5.79,0.2,0,medium,low,medium,1
A019069,C019069,2100,DEBTCONSOLIDATION,B,,0.05,0,small,,low,2
A019070,C019070,2100,MEDICAL,C,,0.04,0,small,,low,3
A019071,C019071,3000,DEBTCONSOLIDATION,A,7.29,0.1,0,small,low,low,1
A019072,C019072,10000,HOMEIMPROVEMENT,A,5.79,0.33,0,medium,low,medium,1
A019073,C019073,2125,VENTURE,C,15.27,0.06,0,small,high,low,3
A019074,C019074,2150,MEDICAL,B,10.37,0.11,0,small,medium,low,2
A019075,C019075,2150,MEDICAL,C,14.72,0.09,0,small,medium,low,3
A019076,C019076,14000,PERSONAL,A,8.9,0.47,1,medium,low,medium,1
A019077,C019077,14000,PERSONAL,A,7.88,0.46,1,medium,low,medium,1
A019078,C019078,14000,VENTURE,A,7.29,0.42,1,medium,low,medium,1
A019079,C019079,14000,EDUCATION,C,,0.42,1,medium,,medium,3
A019080,C019080,14000,PERSONAL,C,14.27,0.4,1,medium,medium,medium,3
A019081,C019081,14000,HOMEIMPROVEMENT,B,11.99,0.48,1,medium,medium,medium,2
A019082,C019082,14000,DEBTCONSOLIDATION,A,7.51,0.39,1,medium,low,medium,1
A019083,C019083,14000,DEBTCONSOLIDATION,A,7.88,0.38,1,medium,low,medium,1
A019084,C019084,14000,MEDICAL,C,12.73,0.35,1,medium,medium,medium,3
A019085,C019085,14000,MEDICAL,G,19.82,0.41,1,medium,high,medium,7
A019086,C019086,14000,PERSONAL,B,11.89,0.35,1,medium,medium,medium,2
A019087,C019087,14000,VENTURE,A,8.49,0.35,1,medium,low,medium,1
A019088,C019088,7500,HOMEIMPROVEMENT,C,12.98,0.25,0,medium,medium,medium,3
A019089,C019089,2200,DEBTCONSOLIDATION,A,5.99,0.15,0,small,low,low,1
A019090,C019090,2200,PERSONAL,C,13.48,0.15,1,small,medium,low,3
A019091,C019091,14000,VENTURE,A,7.51,0.47,0,medium,low,medium,1
A019092,C019092,2200,HOMEIMPROVEMENT,A,9.32,0.13,1,small,low,low,1
A019093,C019093,3000,EDUCATION,A,6.76,0.1,0,small,low,low,1
A019094,C019094,2200,MEDICAL,A,7.49,0.07,0,small,low,low,1
A019095,C019095,2200,EDUCATION,C,13.06,0.06,0,small,medium,low,3
A019096,C019096,2200,MEDICAL,B,,0.06,0,small,,low,2
A019097,C019097,2200,DEBTCONSOLIDATION,A,9.63,0.05,0,small,low,low,1
A019098,C019098,2200,MEDICAL,D,,0.06,1,small,,low,4
A019099,C019099,2200,MEDICAL,D,15.65,0.05,1,small,high,low,4
A019100,C019100,2200,MEDICAL,B,10.99,0.04,0,small,medium,low,2
A019101,C019101,2200,HOMEIMPROVEMENT,B,10.74,0.03,0,small,medium,low,2
A019102,C019102,5000,PERSONAL,A,7.14,0.17,0,small,low,low,1
A019103,C019103,2200,DEBTCONSOLIDATION,B,9.99,0.03,0,small,low,low,2
A019104,C019104,6000,MEDICAL,C,13.98,0.2,0,medium,medium,medium,3
A019105,C019105,2200,DEBTCONSOLIDATION,A,7.51,0.02,0,small,low,low,1
A019106,C019106,2250,HOMEIMPROVEMENT,D,18.25,0.14,1,small,high,low,4
A019107,C019107,5000,HOMEIMPROVEMENT,A,7.51,0.17,0,small,low,low,1
A019108,C019108,2250,MEDICAL,A,8.49,0.13,0,small,low,low,1
A019109,C019109,2250,VENTURE,B,8.88,0.05,0,small,low,low,2
A019110,C019110,2250,DEBTCONSOLIDATION,B,,0.05,0,small,,low,2
A019111,C019111,2250,MEDICAL,A,6.99,0.05,1,small,low,low,1
A019112,C019112,12000,VENTURE,A,7.14,0.4,0,medium,low,medium,1
A019113,C019113,2300,EDUCATION,D,13.17,0.06,0,small,medium,low,4
A019114,C019114,2300,MEDICAL,A,8.59,0.06,0,small,low,low,1
A019115,C019115,2300,DEBTCONSOLIDATION,C,13.43,0.04,1,small,medium,low,3
A019116,C019116,2375,MEDICAL,B,11.83,0.04,0,small,medium,low,2
A019117,C019117,2375,VENTURE,B,9.25,0.03,0,small,low,low,2
A019118,C019118,4650,MEDICAL,B,,0.15,0,small,,low,2
A019119,C019119,2400,EDUCATION,B,11.71,0.2,1,small,medium,medium,2
A019120,C019120,2400,PERSONAL,C,12.68,0.2,1,small,medium,medium,3
A019121,C019121,2400,PERSONAL,C,,0.2,1,small,,medium,3
A019122,C019122,2400,MEDICAL,B,10.65,0.13,0,small,medium,low,2
A019123,C019123,2400,EDUCATION,B,11.49,0.13,0,small,medium,low,2
A019124,C019124,2400,MEDICAL,C,14.79,0.13,0,small,medium,low,3
A019125,C019125,6600,VENTURE,C,13.85,0.22,0,medium,medium,medium,3
A019126,C019126,1600,DEBTCONSOLIDATION,B,10.25,0.05,0,small,medium,low,2
A019127,C019127,2400,VENTURE,B,10.25,0.11,0,small,medium,low,2
A019128,C019128,2400,HOMEIMPROVEMENT,A,8.49,0.11,1,small,low,low,1
A019129,C019129,12250,EDUCATION,B,11.36,0.41,0,medium,medium,medium,2
A019130,C019130,5000,VENTURE,A,,0.17,0,small,,low,1
A019131,C019131,2400,PERSONAL,B,10.36,0.1,0,small,medium,low,2
A019132,C019132,2400,PERSONAL,C,13.11,0.1,0,small,medium,low,3
A019133,C019133,6000,EDUCATION,D,15.31,0.2,0,medium,high,medium,4
A019134,C019134,2400,VENTURE,B,9.91,0.08,0,small,low,low,2
A019135,C019135,6500,MEDICAL,A,8.59,0.22,0,medium,low,medium,1
A019136,C019136,2400,PERSONAL,B,9.25,0.08,0,small,low,low,2
A019137,C019137,5000,VENTURE,B,,0.17,0,small,,low,2
A019138,C019138,2400,DEBTCONSOLIDATION,C,13.47,0.08,0,small,medium,low,3
A019139,C019139,2400,PERSONAL,B,11.49,0.08,0,small,medium,low,2
A019140,C019140,2400,MEDICAL,D,16.49,0.08,0,small,high,low,4
A019141,C019141,2400,VENTURE,B,11.99,0.07,0,small,medium,low,2
A019142,C019142,2400,MEDICAL,B,12.21,0.07,0,small,medium,low,2
A019143,C019143,2400,VENTURE,B,,0.07,0,small,,low,2
A019144,C019144,2400,MEDICAL,E,17.93,0.08,1,small,high,low,5
A019145,C019145,3000,MEDICAL,D,15.65,0.1,0,small,high,low,4
A019146,C019146,2400,MEDICAL,D,17.49,0.08,1,small,high,low,4
A019147,C019147,2400,DEBTCONSOLIDATION,D,15.99,0.08,1,small,high,low,4
A019148,C019148,2400,PERSONAL,A,7.66,0.06,0,small,low,low,1
A019149,C019149,2400,MEDICAL,B,10.65,0.06,0,small,medium,low,2
A019150,C019150,2400,DEBTCONSOLIDATION,B,10.99,0.06,0,small,medium,low,2
A019151,C019151,2400,DEBTCONSOLIDATION,B,11.71,0.06,0,small,medium,low,2
A019152,C019152,2400,MEDICAL,B,,0.06,0,small,,low,2
A019153,C019153,2400,MEDICAL,A,8.49,0.06,0,small,low,low,1
A019154,C019154,2400,MEDICAL,D,15.57,0.07,1,small,high,low,4
A019155,C019155,2400,DEBTCONSOLIDATION,A,9.32,0.06,0,small,low,low,1
A019156,C019156,2400,DEBTCONSOLIDATION,A,7.29,0.07,1,small,low,low,1
A019157,C019157,10500,MEDICAL,A,8.94,0.35,0,medium,low,medium,1
A019158,C019158,7300,EDUCATION,A,9.32,0.24,0,medium,low,medium,1
A019159,C019159,8000,HOMEIMPROVEMENT,C,12.84,0.27,0,medium,medium,medium,3
A019160,C019160,2400,PERSONAL,B,9.62,0.06,0,small,low,low,2
A019161,C019161,2400,VENTURE,A,6.54,0.06,0,small,low,low,1
A019162,C019162,2400,MEDICAL,C,14.35,0.05,0,small,medium,low,3
A019163,C019163,2400,PERSONAL,B,12.42,0.05,0,small,medium,low,2
A019164,C019164,2400,MEDICAL,C,,0.05,0,small,,low,3
A019165,C019165,2400,PERSONAL,B,11.49,0.06,1,small,medium,low,2
A019166,C019166,2400,VENTURE,C,13.22,0.05,0,small,medium,low,3
A019167,C019167,1500,DEBTCONSOLIDATION,C,13.16,0.05,0,small,medium,low,3
A019168,C019168,2400,DEBTCONSOLIDATION,D,13.8,0.06,1,small,medium,low,4
A019169,C019169,2400,VENTURE,A,,0.05,0,small,,low,1
A019170,C019170,2400,EDUCATION,C,13.49,0.05,0,small,medium,low,3
A019171,C019171,2400,PERSONAL,C,11.03,0.05,0,small,medium,low,3
A019172,C019172,2400,PERSONAL,B,9.62,0.05,0,small,low,low,2
A019173,C019173,15000,DEBTCONSOLIDATION,A,9.63,0.5,0,medium,low,high,1
A019174,C019174,2400,VENTURE,A,7.49,0.04,0,small,low,low,1
A019175,C019175,2400,MEDICAL,B,12.69,0.04,0,small,medium,low,2
A019176,C019176,7500,DEBTCONSOLIDATION,C,11.78,0.25,0,medium,medium,medium,3
A019177,C019177,2400,EDUCATION,B,11.11,0.03,0,small,medium,low,2
A019178,C019178,2400,HOMEIMPROVEMENT,B,10.65,0.03,0,small,medium,low,2
A019179,C019179,2400,MEDICAL,B,11.99,0.03,0,small,medium,low,2
A019180,C019180,2400,MEDICAL,C,13.16,0.03,0,small,medium,low,3
A019181,C019181,2400,MEDICAL,C,,0.03,0,small,,low,3
A019182,C019182,2400,VENTURE,A,8.9,0.03,0,small,low,low,1
A019183,C019183,2400,HOMEIMPROVEMENT,C,13.49,0.03,0,small,medium,low,3
A019184,C019184,2425,MEDICAL,A,5.42,0.03,0,small,low,low,1
A019185,C019185,2425,HOMEIMPROVEMENT,B,11.49,0.03,0,small,medium,low,2
A019186,C019186,11225,DEBTCONSOLIDATION,D,13.62,0.37,1,medium,medium,medium,4
A019187,C019187,2475,PERSONAL,D,15.05,0.04,1,small,high,low,4
A019188,C019188,12000,EDUCATION,C,10.59,0.4,0,medium,medium,medium,3
A019189,C019189,2475,EDUCATION,A,6.54,0.03,0,small,low,low,1
A019190,C019190,2500,EDUCATION,D,14.84,0.23,1,small,medium,medium,4
A019191,C019191,11000,HOMEIMPROVEMENT,A,8.94,0.37,0,medium,low,medium,1
A019192,C019192,13575,HOMEIMPROVEMENT,B,11.71,0.25,1,medium,medium,medium,2
A019193,C019193,1400,EDUCATION,A,8.9,0.05,1,small,low,low,1
A019194,C019194,13500,MEDICAL,C,10.78,0.36,1,medium,medium,medium,3
A019195,C019195,18000,EDUCATION,C,12.84,0.6,0,medium,medium,high,3
A019196,C019196,7000,VENTURE,A,6.99,0.23,0,medium,low,medium,1
A019197,C019197,5000,PERSONAL,A,8.49,0.16,0,small,low,low,1
A019198,C019198,13500,DEBTCONSOLIDATION,A,7.49,0.21,0,medium,low,medium,1
A019199,C019199,13500,VENTURE,A,7.29,0.18,0,medium,low,low,1
A019200,C019200,13450,DEBTCONSOLIDATION,E,16.32,0.18,1,medium,high,low,5
A019201,C019201,6000,VENTURE,A,7.49,0.2,0,medium,low,medium,1
A019202,C019202,13425,PERSONAL,D,15.99,0.11,1,medium,high,low,4
A019203,C019203,13400,PERSONAL,C,13.06,0.22,0,medium,medium,medium,3
A019204,C019204,13350,MEDICAL,B,12.42,0.31,1,medium,medium,medium,2
A019205,C019205,5000,HOMEIMPROVEMENT,A,8.32,0.16,0,small,low,low,1
A019206,C019206,13275,EDUCATION,C,,0.41,1,medium,,medium,3
A019207,C019207,13250,VENTURE,A,7.66,0.53,1,medium,low,high,1
A019208,C019208,5300,EDUCATION,A,7.68,0.17,0,medium,low,low,1
A019209,C019209,13250,EDUCATION,B,10.65,0.38,1,medium,medium,medium,2
A019210,C019210,13250,HOMEIMPROVEMENT,D,17.58,0.46,1,medium,high,medium,4
A019211,C019211,8000,EDUCATION,B,11.58,0.26,1,medium,medium,medium,2
A019212,C019212,13250,VENTURE,A,7.9,0.29,0,medium,low,medium,1
A019213,C019213,13250,MEDICAL,D,17.27,0.29,1,medium,high,medium,4
A019214,C019214,8875,MEDICAL,A,7.66,0.29,0,medium,low,medium,1
A019215,C019215,2400,EDUCATION,C,13.8,0.08,0,small,medium,low,3
A019216,C019216,13225,DEBTCONSOLIDATION,B,12.42,0.15,0,medium,medium,low,2
A019217,C019217,13200,MEDICAL,A,6.17,0.47,1,medium,low,medium,1
A019218,C019218,13200,PERSONAL,B,12.42,0.33,1,medium,medium,medium,2
A019219,C019219,13200,VENTURE,C,,0.33,1,medium,,medium,3
A019220,C019220,5500,HOMEIMPROVEMENT,B,10.65,0.18,0,medium,medium,low,2
A019221,C019221,13200,MEDICAL,C,13.49,0.19,0,medium,medium,low,3
A019222,C019222,9950,DEBTCONSOLIDATION,A,7.9,0.32,0,medium,low,medium,1
A019223,C019223,2400,HOMEIMPROVEMENT,B,10.65,0.08,1,small,medium,low,2
A019224,C019224,11300,VENTURE,B,9.91,0.36,0,medium,low,medium,2
A019225,C019225,13200,EDUCATION,B,10.74,0.15,0,medium,medium,low,2
A019226,C019226,13150,VENTURE,D,13.24,0.41,1,medium,medium,medium,4
A019227,C019227,12000,VENTURE,A,5.42,0.39,0,medium,low,medium,1
A019228,C019228,13075,VENTURE,E,16.7,0.26,1,medium,high,medium,5
A019229,C019229,13000,DEBTCONSOLIDATION,B,,0.42,1,medium,,medium,2
A019230,C019230,13050,DEBTCONSOLIDATION,A,7.66,0.14,0,medium,low,low,1
A019231,C019231,4200,EDUCATION,C,13.72,0.14,0,small,medium,low,3
A019232,C019232,13000,MEDICAL,A,8.9,0.52,1,medium,low,high,1
A019233,C019233,13000,DEBTCONSOLIDATION,A,6.54,0.47,1,medium,low,medium,1
A019234,C019234,13000,EDUCATION,C,14.26,0.45,1,medium,medium,medium,3
A019235,C019235,13000,PERSONAL,A,7.88,0.43,1,medium,low,medium,1
A019236,C019236,13000,DEBTCONSOLIDATION,A,7.9,0.39,1,medium,low,medium,1
A019237,C019237,15000,EDUCATION,C,13.16,0.48,0,medium,medium,medium,3
A019238,C019238,13000,MEDICAL,C,13.61,0.36,1,medium,medium,medium,3
A019239,C019239,7400,EDUCATION,A,7.51,0.24,0,medium,low,medium,1
A019240,C019240,13000,PERSONAL,C,14.35,0.43,1,medium,medium,medium,3
A019241,C019241,13000,EDUCATION,B,9.91,0.35,1,medium,low,medium,2
A019242,C019242,13000,PERSONAL,A,6.92,0.35,1,medium,low,medium,1
A019243,C019243,13000,DEBTCONSOLIDATION,B,11.83,0.34,1,medium,medium,medium,2
A019244,C019244,15000,EDUCATION,C,14.27,0.48,0,medium,medium,medium,3
A019245,C019245,13000,MEDICAL,D,14.61,0.39,1,medium,medium,medium,4
A019246,C019246,13000,VENTURE,C,13.48,0.33,1,medium,medium,medium,3
A019247,C019247,13000,HOMEIMPROVEMENT,E,20.3,0.36,1,medium,high,medium,5
A019248,C019248,13000,DEBTCONSOLIDATION,A,8.94,0.29,0,medium,low,medium,1
A019249,C019249,13000,EDUCATION,D,14.59,0.28,0,medium,medium,medium,4
A019250,C019250,13000,DEBTCONSOLIDATION,B,9.63,0.28,0,medium,low,medium,2
A019251,C019251,13000,MEDICAL,B,10.99,0.28,0,medium,medium,medium,2
A019252,C019252,13000,HOMEIMPROVEMENT,B,9.91,0.3,1,medium,low,medium,2
A019253,C019253,2500,EDUCATION,C,14.35,0.12,0,small,medium,low,3
A019254,C019254,2500,DEBTCONSOLIDATION,C,13.11,0.11,1,small,medium,low,3
A019255,C019255,2500,VENTURE,D,14.84,0.11,1,small,medium,low,4
A019256,C019256,2500,MEDICAL,B,10.65,0.1,0,small,medium,low,2
A019257,C019257,2500,MEDICAL,B,10.37,0.1,0,small,medium,low,2
A019258,C019258,3600,PERSONAL,B,11.48,0.12,0,small,medium,low,2
A019259,C019259,14000,MEDICAL,F,18.09,0.45,1,medium,high,medium,6
A019260,C019260,7000,DEBTCONSOLIDATION,E,16.35,0.22,1,medium,high,medium,5
A019261,C019261,2500,MEDICAL,A,7.74,0.1,0,small,low,low,1
A019262,C019262,12300,DEBTCONSOLIDATION,B,12.53,0.39,0,medium,medium,medium,2
A019263,C019263,7500,HOMEIMPROVEMENT,A,7.74,0.24,0,medium,low,medium,1
A019264,C019264,2500,PERSONAL,A,7.4,0.1,0,small,low,low,1
A019265,C019265,2500,EDUCATION,C,,0.1,0,small,,low,3
A019266,C019266,2500,PERSONAL,C,13.99,0.1,0,small,medium,low,3
A019267,C019267,2500,VENTURE,C,13.23,0.09,0,small,medium,low,3
A019268,C019268,2500,DEBTCONSOLIDATION,C,13.22,0.08,1,small,medium,low,3
A019269,C019269,2500,PERSONAL,A,7.14,0.09,1,small,low,low,1
A019270,C019270,8000,VENTURE,B,11.12,0.25,0,medium,medium,medium,2
A019271,C019271,2500,MEDICAL,B,10.99,0.09,0,small,medium,low,2
A019272,C019272,6000,PERSONAL,B,,0.19,0,medium,,low,2
A019273,C019273,2500,PERSONAL,F,21.36,0.09,1,small,high,low,6
A019274,C019274,2500,MEDICAL,B,11.14,0.08,0,small,medium,low,2
A019275,C019275,7500,MEDICAL,B,11.36,0.24,0,medium,medium,medium,2
A019276,C019276,2500,VENTURE,E,15.68,0.08,1,small,high,low,5
A019277,C019277,3400,MEDICAL,C,13.16,0.11,0,small,medium,low,3
A019278,C019278,2500,PERSONAL,B,10.0,0.07,0,small,medium,low,2
A019279,C019279,14125,VENTURE,B,10.65,0.44,0,medium,medium,medium,2
A019280,C019280,2500,HOMEIMPROVEMENT,C,13.57,0.08,1,small,medium,low,3
A019281,C019281,8575,HOMEIMPROVEMENT,D,17.58,0.27,1,medium,high,medium,4
A019282,C019282,2500,MEDICAL,D,15.33,0.08,1,small,high,low,4
A019283,C019283,2500,MEDICAL,D,15.62,0.08,1,small,high,low,4
A019284,C019284,2500,MEDICAL,A,7.14,0.06,0,small,low,low,1
A019285,C019285,2500,MEDICAL,C,15.27,0.06,0,small,high,low,3
A019286,C019286,2500,EDUCATION,A,6.99,0.06,0,small,low,low,1
A019287,C019287,2500,VENTURE,A,5.79,0.06,0,small,low,low,1
A019288,C019288,2500,MEDICAL,C,13.23,0.06,0,small,medium,low,3
A019289,C019289,2500,MEDICAL,B,10.59,0.06,0,small,medium,low,2
A019290,C019290,2500,EDUCATION,A,8.49,0.06,0,small,low,low,1
A019291,C019291,12000,EDUCATION,B,12.69,0.38,1,medium,medium,medium,2
A019292,C019292,3100,MEDICAL,A,7.51,0.1,1,small,low,low,1
A019293,C019293,1000,DEBTCONSOLIDATION,D,16.29,0.03,1,small,high,low,4
A019294,C019294,2500,PERSONAL,B,11.99,0.06,0,small,medium,low,2
A019295,C019295,2500,VENTURE,D,14.09,0.06,1,small,medium,low,4
A019296,C019296,2500,DEBTCONSOLIDATION,D,16.29,0.06,1,small,high,low,4
A019297,C019297,2500,DEBTCONSOLIDATION,D,15.65,0.06,1,small,high,low,4
A019298,C019298,2500,MEDICAL,A,6.91,0.05,0,small,low,low,1
A019299,C019299,2500,VENTURE,C,13.92,0.05,0,small,medium,low,3
A019300,C019300,2500,DEBTCONSOLIDATION,A,7.88,0.05,0,small,low,low,1
A019301,C019301,2500,EDUCATION,A,8.49,0.05,0,small,low,low,1
A019302,C019302,2500,PERSONAL,C,13.49,0.05,0,small,medium,low,3
A019303,C019303,8000,HOMEIMPROVEMENT,A,5.99,0.25,0,medium,low,medium,1
A019304,C019304,2500,HOMEIMPROVEMENT,E,17.04,0.05,0,small,high,low,5
A019305,C019305,6625,HOMEIMPROVEMENT,C,14.79,0.21,0,medium,medium,medium,3
A019306,C019306,2500,PERSONAL,B,8.88,0.05,0,small,low,low,2
A019307,C019307,2500,HOMEIMPROVEMENT,B,9.99,0.05,0,small,low,low,2
A019308,C019308,2500,MEDICAL,A,7.88,0.05,0,small,low,low,1
A019309,C019309,2500,DEBTCONSOLIDATION,B,11.14,0.05,0,small,medium,low,2
A019310,C019310,2500,MEDICAL,C,,0.04,0,small,,low,3
A019311,C019311,2275,HOMEIMPROVEMENT,A,6.17,0.07,0,small,low,low,1
A019312,C019312,2500,MEDICAL,A,6.62,0.04,0,small,low,low,1
A019313,C019313,2500,DEBTCONSOLIDATION,C,11.72,0.04,1,small,medium,low,3
A019314,C019314,6000,DEBTCONSOLIDATION,B,11.86,0.19,0,medium,medium,low,2
A019315,C019315,2000,MEDICAL,C,13.61,0.06,0,small,medium,low,3
A019316,C019316,2500,EDUCATION,C,12.99,0.04,0,small,medium,low,3
A019317,C019317,2500,VENTURE,A,7.14,0.04,0,small,low,low,1
A019318,C019318,2500,VENTURE,B,10.36,0.04,0,small,medium,low,2
A019319,C019319,2500,VENTURE,C,14.35,0.03,0,small,medium,low,3
A019320,C019320,2500,DEBTCONSOLIDATION,C,14.35,0.03,0,small,medium,low,3
A019321,C019321,2500,MEDICAL,B,11.99,0.03,0,small,medium,low,2
A019322,C019322,2500,EDUCATION,C,12.61,0.03,0,small,medium,low,3
A019323,C019323,8500,PERSONAL,A,7.51,0.27,0,medium,low,medium,1
A019324,C019324,2500,EDUCATION,A,7.14,0.03,0,small,low,low,1
A019325,C019325,12000,VENTURE,A,7.88,0.38,0,medium,low,medium,1
A019326,C019326,2500,MEDICAL,C,13.72,0.03,0,small,medium,low,3
A019327,C019327,2500,DEBTCONSOLIDATION,B,11.58,0.03,0,small,medium,low,2
A019328,C019328,2500,VENTURE,D,14.59,0.03,1,small,medium,low,4
A019329,C019329,2500,HOMEIMPROVEMENT,B,11.89,0.02,0,small,medium,low,2
A019330,C019330,2500,HOMEIMPROVEMENT,A,,0.02,0,small,,low,1
A019331,C019331,2500,DEBTCONSOLIDATION,C,14.22,0.02,0,small,medium,low,3
A019332,C019332,9850,VENTURE,A,8.94,0.31,0,medium,low,medium,1
A019333,C019333,2800,HOMEIMPROVEMENT,B,10.65,0.18,1,small,medium,low,2
A019334,C019334,14000,HOMEIMPROVEMENT,B,11.89,0.44,0,medium,medium,medium,2
A019335,C019335,2800,DEBTCONSOLIDATION,B,10.99,0.12,0,small,medium,low,2
A019336,C019336,2800,PERSONAL,B,10.95,0.12,0,small,medium,low,2
A019337,C019337,2800,PERSONAL,A,9.32,0.11,0,small,low,low,1
A019338,C019338,15000,EDUCATION,C,,0.47,1,medium,,medium,3
A019339,C019339,4000,VENTURE,C,10.78,0.13,0,small,medium,low,3
A019340,C019340,2800,MEDICAL,C,12.68,0.09,0,small,medium,low,3
A019341,C019341,2850,PERSONAL,C,13.61,0.24,1,small,medium,medium,3
A019342,C019342,6000,PERSONAL,B,10.74,0.19,0,medium,medium,low,2
A019343,C019343,2850,VENTURE,A,6.54,0.02,0,small,low,low,1
A019344,C019344,2875,PERSONAL,B,11.71,0.17,1,small,medium,low,2
A019345,C019345,5500,VENTURE,A,8.0,0.17,0,medium,low,low,1
A019346,C019346,3000,EDUCATION,B,,0.3,1,small,,medium,2
A019347,C019347,3000,MEDICAL,B,10.99,0.23,1,small,medium,medium,2
A019348,C019348,3000,HOMEIMPROVEMENT,B,,0.21,1,small,,medium,2
A019349,C019349,3000,PERSONAL,C,13.98,0.21,1,small,medium,medium,3
A019350,C019350,3000,MEDICAL,B,11.83,0.21,1,small,medium,medium,2
A019351,C019351,3000,HOMEIMPROVEMENT,A,7.49,0.09,0,small,low,low,1
A019352,C019352,3000,EDUCATION,C,13.23,0.2,1,small,medium,medium,3
A019353,C019353,3000,MEDICAL,A,7.51,0.19,1,small,low,low,1
A019354,C019354,10625,MEDICAL,B,,0.33,0,medium,,medium,2
A019355,C019355,6500,VENTURE,B,,0.2,0,medium,,medium,2
A019356,C019356,3000,EDUCATION,C,13.85,0.19,1,small,medium,low,3
A019357,C019357,4000,DEBTCONSOLIDATION,C,12.98,0.12,0,small,medium,low,3
A019358,C019358,2500,PERSONAL,B,8.88,0.08,1,small,low,low,2
A019359,C019359,3000,HOMEIMPROVEMENT,A,5.42,0.18,1,small,low,low,1
A019360,C019360,3000,HOMEIMPROVEMENT,C,14.26,0.18,1,small,medium,low,3
A019361,C019361,7500,VENTURE,C,13.48,0.23,0,medium,medium,medium,3
A019362,C019362,3000,MEDICAL,A,7.37,0.17,1,small,low,low,1
A019363,C019363,3000,EDUCATION,B,10.62,0.09,0,small,medium,low,2
A019364,C019364,3000,HOMEIMPROVEMENT,B,12.69,0.17,1,small,medium,low,2
A019365,C019365,6000,VENTURE,A,7.51,0.18,0,medium,low,low,1
A019366,C019366,1800,PERSONAL,B,9.63,0.06,0,small,low,low,2
A019367,C019367,8975,MEDICAL,A,6.62,0.28,0,medium,low,medium,1
A019368,C019368,3000,DEBTCONSOLIDATION,A,6.03,0.17,1,small,low,low,1
A019369,C019369,5000,EDUCATION,A,7.14,0.15,0,small,low,low,1
A019370,C019370,3000,MEDICAL,E,16.4,0.16,1,small,high,low,5
A019371,C019371,3000,EDUCATION,A,7.14,0.15,1,small,low,low,1
A019372,C019372,3000,PERSONAL,B,11.49,0.15,1,small,medium,low,2
A019373,C019373,3000,VENTURE,C,,0.15,0,small,,low,3
A019374,C019374,3075,DEBTCONSOLIDATION,C,15.23,0.09,0,small,high,low,3
A019375,C019375,3000,EDUCATION,D,15.28,0.14,0,small,high,low,4
A019376,C019376,3000,DEBTCONSOLIDATION,C,14.35,0.14,0,small,medium,low,3
A019377,C019377,3000,VENTURE,C,,0.09,0,small,,low,3
A019378,C019378,3000,VENTURE,B,,0.13,0,small,,low,2
A019379,C019379,3000,MEDICAL,B,11.49,0.13,0,small,medium,low,2
A019380,C019380,7100,VENTURE,D,16.77,0.22,0,medium,high,medium,4
A019381,C019381,3000,PERSONAL,C,13.43,0.13,0,small,medium,low,3
A019382,C019382,3000,EDUCATION,F,17.8,0.13,0,small,high,low,6
A019383,C019383,3000,PERSONAL,C,13.49,0.1,0,small,medium,low,3
A019384,C019384,4000,EDUCATION,B,12.69,0.12,0,small,medium,low,2
A019385,C019385,6000,HOMEIMPROVEMENT,A,6.03,0.18,0,medium,low,low,1
A019386,C019386,4800,VENTURE,B,10.65,0.15,0,small,medium,low,2
A019387,C019387,3000,PERSONAL,B,10.95,0.1,0,small,medium,low,2
A019388,C019388,3000,EDUCATION,C,12.53,0.1,0,small,medium,low,3
A019389,C019389,3000,MEDICAL,A,9.63,0.1,0,small,low,low,1
A019390,C019390,3000,VENTURE,C,13.06,0.1,1,small,medium,low,3
A019391,C019391,3000,PERSONAL,B,10.0,0.1,0,small,medium,low,2
A019392,C019392,3000,PERSONAL,B,10.99,0.1,0,small,medium,low,2
